Manufacturer,Brand,Model
Intel,Core,i3-10100T
Intel,Core,i3-10100TE
Intel,Core,i3-10100Y
Intel,Core,i3-10105
Intel,Core,i3-10105F
Intel,Core,i3-10105T
Intel,Core,i3-10110U
Intel,Core,i3-10110Y
Intel,Core,i3-10300
Intel,Core,i3-10300T
Intel,Core,i3-10305
Intel,Core,i3-10305T
Intel,Core,i3-10320
Intel,Core,i3-10325
Intel,Core,i3-1110G4
Intel,Core,i3-1115G4
Intel,Core,i3-1115G4E
Intel,Core,i3-1115GRE
Intel,Core,i3-1120G4
Intel,Core,i3-1125G4
Intel,Core,i3-5005U
Intel,Core,i3-5010U
Intel,Core,i3-5015U
Intel,Core,i3-5020U
Intel,Core,i3-5157U
Intel,Core,i3-6006U
Intel,Core,i3-6098P
Intel,Core,i3-6100
Intel,Core,i3-6100E
Intel,Core,i3-6100H
Intel,Core,i3-6100T
Intel,Core,i3-6100TE
Intel,Core,i3-6100U
Intel,Core,i3-6102E
Intel,Core,i3-6157U
Intel,Core,i3-6167U
Intel,Core,i3-6300
Intel,Core,i3-6300T
Intel,Core,i3-6320
Intel,Core,i3-7020U
Intel,Core,i3-7100
Intel,Core,i3-7100E
Intel,Core,i3-7100H
Intel,Core,i3-7100T
Intel,Core,i3-7100U
Intel,Core,i3-7101E
Intel,Core,i3-7101TE
Intel,Core,i3-7102E
Intel,Core,i3-7130U
Intel,Core,i3-7167U
Intel,Core,i3-7300
Intel,Core,i3-7300T
Intel,Core,i3-7320
Intel,Core,i3-7350K
Intel,Core,i3-8100
Intel,Core,i3-8100B
Intel,Core,i3-8100H
Intel,Core,i3-8100T
Intel,Core,i3-8109U
Intel,Core,i3-8130U
Intel,Core,i3-8140U
Intel,Core,i3-8145U
Intel,Core,i3-8145UE
Intel,Core,i3-8300
Intel,Core,i3-8300T
Intel,Core,i3-8350K
Intel,Core,i3-9100
Intel,Core,i3-9100E
Intel,Core,i3-9100F
Intel,Core,i3-9100HL
Intel,Core,i3-9100T
Intel,Core,i3-9100TE
Intel,Core,i3-9300
Intel,Core,i3-9300T
Intel,Core,i3-9320
Intel,Core,i3-9350K
Intel,Core,i3-9350KF
Intel,Core,i3-L13G4
Intel,Core,i5+8400
Intel,Core,i5+8500
Intel,Core,i5-10200H
Intel,Core,i5-10210U
Intel,Core,i5-10210Y
Intel,Core,i5-10300H
Intel,Core,i5-1030G4
Intel,Core,i5-1030G7
Intel,Core,i5-10310U
Intel,Core,i5-10310Y
Intel,Core,i5-1035G1
Intel,Core,i5-1035G4
Intel,Core,i5-1035G7
Intel,Core,i5-1038NG7
Intel,Core,i5-10400
Intel,Core,i5-10400F
Intel,Core,i5-10400H
Intel,Core,i5-10400T
Intel,Core,i5-10500
Intel,Core,i5-10500E
Intel,Core,i5-10500H
Intel,Core,i5-10500T
Intel,Core,i5-10500TE
Intel,Core,i5-10600
Intel,Core,i5-10600K
Intel,Core,i5-10600KF
Intel,Core,i5-10600T
Intel,Core,i5-11300H
Intel,Core,i5-1130G7
Intel,Core,i5-1135G7
Intel,Core,i5-11400
Intel,Core,i5-11400F
Intel,Core,i5-11400T
Intel,Core,i5-1140G7
Intel,Core,i5-1145G7
Intel,Core,i5-1145G7E
Intel,Core,i5-1145GRE
Intel,Core,i5-11500
Intel,Core,i5-11500T
Intel,Core,i5-11600
Intel,Core,i5-11600K
Intel,Core,i5-11600KF
Intel,Core,i5-11600T
Intel,Core,i5-5200U
Intel,Core,i5-5250U
Intel,Core,i5-5257U
Intel,Core,i5-5287U
Intel,Core,i5-5300U
Intel,Core,i5-5350H
Intel,Core,i5-5350U
Intel,Core,i5-5575R
Intel,Core,i5-5675C
Intel,Core,i5-5675R
Intel,Core,i5-6200U
Intel,Core,i5-6260U
Intel,Core,i5-6267U
Intel,Core,i5-6287U
Intel,Core,i5-6300HQ
Intel,Core,i5-6300U
Intel,Core,i5-6350HQ
Intel,Core,i5-6360U
Intel,Core,i5-6400
Intel,Core,i5-6400T
Intel,Core,i5-6402P
Intel,Core,i5-6440EQ
Intel,Core,i5-6440HQ
Intel,Core,i5-6442EQ
Intel,Core,i5-6500
Intel,Core,i5-6500T
Intel,Core,i5-6500TE
Intel,Core,i5-6585R
Intel,Core,i5-6600
Intel,Core,i5-6600K
Intel,Core,i5-6600T
Intel,Core,i5-6685R
Intel,Core,i5-7200U
Intel,Core,i5-7260U
Intel,Core,i5-7267U
Intel,Core,i5-7287U
Intel,Core,i5-7300HQ
Intel,Core,i5-7300U
Intel,Core,i5-7360U
Intel,Core,i5-7400
Intel,Core,i5-7400T
Intel,Core,i5-7440EQ
Intel,Core,i5-7440HQ
Intel,Core,i5-7442EQ
Intel,Core,i5-7500
Intel,Core,i5-7500T
Intel,Core,i5-7600
Intel,Core,i5-7600K
Intel,Core,i5-7600T
Intel,Core,i5-7640X
Intel,Core,i5-7Y54
Intel,Core,i5-7Y57
Intel,Core,i5-8200Y
Intel,Core,i5-8210Y
Intel,Core,i5-8250U
Intel,Core,i5-8257U
Intel,Core,i5-8259U
Intel,Core,i5-8260U
Intel,Core,i5-8265U
Intel,Core,i5-8269U
Intel,Core,i5-8279U
Intel,Core,i5-8300H
Intel,Core,i5-8310Y
Intel,Core,i5-8350U
Intel,Core,i5-8365U
Intel,Core,i5-8365UE
Intel,Core,i5-8400
Intel,Core,i5-8400B
Intel,Core,i5-8400H
Intel,Core,i5-8400T
Intel,Core,i5-8500
Intel,Core,i5-8500B
Intel,Core,i5-8500T
Intel,Core,i5-8600
Intel,Core,i5-8600K
Intel,Core,i5-8600T
Intel,Core,i5-9300H
Intel,Core,i5-9300HF
Intel,Core,i5-9400
Intel,Core,i5-9400F
Intel,Core,i5-9400H
Intel,Core,i5-9400T
Intel,Core,i5-9500
Intel,Core,i5-9500E
Intel,Core,i5-9500F
Intel,Core,i5-9500T
Intel,Core,i5-9500TE
Intel,Core,i5-9600
Intel,Core,i5-9600K
Intel,Core,i5-9600KF
Intel,Core,i5-9600T
Intel,Core,i5-L16G7
Intel,Core,i7+8700
Intel,Core,i7-10510U
Intel,Core,i7-10510Y
Intel,Core,i7-1060G7
Intel,Core,i7-10610U
Intel,Core,i7-1065G7
Intel,Core,i7-1068NG7
Intel,Core,i7-10700
Intel,Core,i7-10700E
Intel,Core,i7-10700F
Intel,Core,i7-10700K
Intel,Core,i7-10700KF
Intel,Core,i7-10700T
Intel,Core,i7-10700TE
Intel,Core,i7-10710U
Intel,Core,i7-10750H
Intel,Core,i7-10810U
Intel,Core,i7-10850H
Intel,Core,i7-10870H
Intel,Core,i7-10875H
Intel,Core,i7-11370H
Intel,Core,i7-11375H
Intel,Core,i7-1160G7
Intel,Core,i7-1165G7
Intel,Core,i7-1165G7
Intel,Core,i7-11700
Intel,Core,i7-11700F
Intel,Core,i7-11700K
Intel,Core,i7-11700KF
Intel,Core,i7-11700T
Intel,Core,i7-1180G7
Intel,Core,i7-1185G7
Intel,Core,i7-1185G7E
Intel,Core,i7-1185GRE
Intel,Core,i7-5500U
Intel,Core,i7-5550U
Intel,Core,i7-5557U
Intel,Core,i7-5600U
Intel,Core,i7-5650U
Intel,Core,i7-5700EQ
Intel,Core,i7-5700HQ
Intel,Core,i7-5750HQ
Intel,Core,i7-5775C
Intel,Core,i7-5775R
Intel,Core,i7-5850EQ
Intel,Core,i7-5850HQ
Intel,Core,i7-5950HQ
Intel,Core,i7-6500U
Intel,Core,i7-6560U
Intel,Core,i7-6567U
Intel,Core,i7-6600U
Intel,Core,i7-6650U
Intel,Core,i7-6660U
Intel,Core,i7-6700
Intel,Core,i7-6700HQ
Intel,Core,i7-6700K
Intel,Core,i7-6700T
Intel,Core,i7-6700TE
Intel,Core,i7-6770HQ
Intel,Core,i7-6785R
Intel,Core,i7-6820EQ
Intel,Core,i7-6820HK
Intel,Core,i7-6820HQ
Intel,Core,i7-6822EQ
Intel,Core,i7-6870HQ
Intel,Core,i7-6920HQ
Intel,Core,i7-6970HQ
Intel,Core,i7-7500U
Intel,Core,i7-7560U
Intel,Core,i7-7567U
Intel,Core,i7-7600U
Intel,Core,i7-7660U
Intel,Core,i7-7700
Intel,Core,i7-7700HQ
Intel,Core,i7-7700K
Intel,Core,i7-7700T
Intel,Core,i7-7740X
Intel,Core,i7-7800X
Intel,Core,i7-7820EQ
Intel,Core,i7-7820HK
Intel,Core,i7-7820HQ
Intel,Core,i7-7820X
Intel,Core,i7-7920HQ
Intel,Core,i7-7Y75
Intel,Core,i7-8086K
Intel,Core,i7-8500Y
Intel,Core,i7-8550U
Intel,Core,i7-8557U
Intel,Core,i7-8559U
Intel,Core,i7-8565U
Intel,Core,i7-8569U
Intel,Core,i7-8650U
Intel,Core,i7-8665U
Intel,Core,i7-8665UE
Intel,Core,i7-8700
Intel,Core,i7-8700B
Intel,Core,i7-8700K
Intel,Core,i7-8700T
Intel,Core,i7-8750H
Intel,Core,i7-8850H
Intel,Core,i7-9700
Intel,Core,i7-9700E
Intel,Core,i7-9700F
Intel,Core,i7-9700K
Intel,Core,i7-9700KF
Intel,Core,i7-9700T
Intel,Core,i7-9700TE
Intel,Core,i7-9750H
Intel,Core,i7-9750HF
Intel,Core,i7-9800X
Intel,Core,i7-9850H
Intel,Core,i7-9850HE
Intel,Core,i7-9850HL
Intel,Core,i9-10850K
Intel,Core,i9-10885H
Intel,Core,i9-10900
Intel,Core,i9-10900E
Intel,Core,i9-10900F
Intel,Core,i9-10900K
Intel,Core,i9-10900KF
Intel,Core,i9-10900T
Intel,Core,i9-10900TE
Intel,Core,i9-10900X
Intel,Core,i9-10920X
Intel,Core,i9-10940X
Intel,Core,i9-10980HK
Intel,Core,i9-10980XE
Intel,Core,i9-11900
Intel,Core,i9-11900F
Intel,Core,i9-11900K
Intel,Core,i9-11900KF
Intel,Core,i9-11900T
Intel,Core,i9-7900X
Intel,Core,i9-7920X
Intel,Core,i9-7940X
Intel,Core,i9-7960X
Intel,Core,i9-7980XE
Intel,Core,i9-8950HK
Intel,Core,i9-9820X
Intel,Core,i9-9880H
Intel,Core,i9-9900
Intel,Core,i9-9900K
Intel,Core,i9-9900KF
Intel,Core,i9-9900KS
Intel,Core,i9-9900T
Intel,Core,i9-9900X
Intel,Core,i9-9920X
Intel,Core,i9-9940X
Intel,Core,i9-9960X
Intel,Core,i9-9980HK
Intel,Core,i9-9980XE
Intel,Core,m3-6Y30
Intel,Core,m3-7Y30
Intel,Core,m3-7Y32
Intel,Core,m3-8100Y
Intel,Core,m5-6Y54
Intel,Core,m5-6Y57
Intel,Core,M-5Y10
Intel,Core,M-5Y10a
Intel,Core,M-5Y10c
Intel,Core,M-5Y31
Intel,Core,M-5Y51
Intel,Core,M-5Y70
Intel,Core,M-5Y71
Intel,Core,m7-6Y75
Intel,Pentium,3805U
Intel,Pentium,3825U
Intel,Pentium,4405U
Intel,Pentium,4405Y
Intel,Pentium,6805
Intel,Pentium,D1507
Intel,Pentium,D1508
Intel,Pentium,D1509
Intel,Pentium,D1517
Intel,Pentium,D1519
Intel,Pentium,G4400
Intel,Pentium,G4400T
Intel,Pentium,G4400TE
Intel,Pentium,G4500
Intel,Pentium,G4500T
Intel,Pentium,G4520
Intel,Pentium,G4560
Intel,Pentium,G4560T
Intel,Pentium,G4600
Intel,Pentium,G4600T
Intel,Pentium,G4620
Intel,Pentium,Gold 4410Y
Intel,Pentium,Gold 4415U
Intel,Pentium,Gold 4415Y
Intel,Pentium,Gold 4417U
Intel,Pentium,Gold 4425Y
Intel,Pentium,Gold 5405U
Intel,Pentium,Gold 6405U
Intel,Pentium,Gold 6500Y
Intel,Pentium,Gold 7505
Intel,Pentium,Gold G5400
Intel,Pentium,Gold G5400T
Intel,Pentium,Gold G5420
Intel,Pentium,Gold G5420T
Intel,Pentium,Gold G5500
Intel,Pentium,Gold G5500T
Intel,Pentium,Gold G5600
Intel,Pentium,Gold G5600T
Intel,Pentium,Gold G5620
Intel,Pentium,Gold G6400
Intel,Pentium,Gold G6400E
Intel,Pentium,Gold G6400T
Intel,Pentium,Gold G6400TE
Intel,Pentium,Gold G6405
Intel,Pentium,Gold G6405T
Intel,Pentium,Gold G6500
Intel,Pentium,Gold G6500T
Intel,Pentium,Gold G6505
Intel,Pentium,Gold G6505T
Intel,Pentium,Gold G6600
Intel,Pentium,Gold G6605
Intel,Pentium,J6426
Intel,Pentium,N3710
Intel,Pentium,N4200
Intel,Pentium,N6415
Intel,Pentium,Silver J5005
Intel,Pentium,Silver J5040
Intel,Pentium,Silver N5000
Intel,Pentium,Silver N5030
Intel,Pentium,Silver N6000
Intel,Pentium,Silver N6005
Intel,Xeon,Bronze 3104
Intel,Xeon,Bronze 3106
Intel,Xeon,Bronze 3204
Intel,Xeon,Bronze 3206R
Intel,Xeon,D-1513N
Intel,Xeon,D-1518
Intel,Xeon,D-1520
Intel,Xeon,D-1521
Intel,Xeon,D-1523N
Intel,Xeon,D-1527
Intel,Xeon,D-1528
Intel,Xeon,D-1529
Intel,Xeon,D-1531
Intel,Xeon,D-1533N
Intel,Xeon,D-1537
Intel,Xeon,D-1539
Intel,Xeon,D-1540
Intel,Xeon,D-1541
Intel,Xeon,D-1543N
Intel,Xeon,D-1548
Intel,Xeon,D-1553N
Intel,Xeon,D-1557
Intel,Xeon,D-1559
Intel,Xeon,D-1567
Intel,Xeon,D-1571
Intel,Xeon,D-1577
Intel,Xeon,D-2123IT
Intel,Xeon,D-2141I
Intel,Xeon,D-2142IT
Intel,Xeon,D-2143IT
Intel,Xeon,D-2145NT
Intel,Xeon,D-2146NT
Intel,Xeon,D-2161I
Intel,Xeon,D-2163IT
Intel,Xeon,D-2166NT
Intel,Xeon,D-2173IT
Intel,Xeon,D-2177NT
Intel,Xeon,D-2183IT
Intel,Xeon,D-2187NT
Intel,Xeon,E-2124
Intel,Xeon,E-2124G
Intel,Xeon,E-2126G
Intel,Xeon,E-2134
Intel,Xeon,E-2136
Intel,Xeon,E-2144G
Intel,Xeon,E-2146G
Intel,Xeon,E-2174G
Intel,Xeon,E-2176G
Intel,Xeon,E-2176M
Intel,Xeon,E-2186G
Intel,Xeon,E-2186M
Intel,Xeon,E-2224
Intel,Xeon,E-2224G
Intel,Xeon,E-2226G
Intel,Xeon,E-2226GE
Intel,Xeon,E-2234
Intel,Xeon,E-2236
Intel,Xeon,E-2244G
Intel,Xeon,E-2246G
Intel,Xeon,E-2254ME
Intel,Xeon,E-2254ML
Intel,Xeon,E-2274G
Intel,Xeon,E-2276G
Intel,Xeon,E-2276M
Intel,Xeon,E-2276ME
Intel,Xeon,E-2276ML
Intel,Xeon,E-2278G
Intel,Xeon,E-2278GE
Intel,Xeon,E-2278GEL
Intel,Xeon,E-2286G
Intel,Xeon,E-2286M
Intel,Xeon,E-2288G
Intel,Xeon,E3-1220 v5
Intel,Xeon,E3-1220 v6
Intel,Xeon,E3-1225 v5
Intel,Xeon,E3-1225 v6
Intel,Xeon,E3-1230 v5
Intel,Xeon,E3-1230 v6
Intel,Xeon,E3-1235L v5
Intel,Xeon,E3-1240 v5
Intel,Xeon,E3-1240 v6
Intel,Xeon,E3-1240L v5
Intel,Xeon,E3-1245 v5
Intel,Xeon,E3-1245 v6
Intel,Xeon,E3-1258L v4
Intel,Xeon,E3-1260L v5
Intel,Xeon,E3-1265L v4
Intel,Xeon,E3-1268L v5
Intel,Xeon,E3-1270 v5
Intel,Xeon,E3-1270 v6
Intel,Xeon,E3-1275 v5
Intel,Xeon,E3-1275 v6
Intel,Xeon,E3-1278L v4
Intel,Xeon,E3-1280 v5
Intel,Xeon,E3-1280 v6
Intel,Xeon,E3-1285 v4
Intel,Xeon,E3-1285 v6
Intel,Xeon,E3-1285L v4
Intel,Xeon,E3-1501L v6
Intel,Xeon,E3-1501M v6
Intel,Xeon,E3-1505L v5
Intel,Xeon,E3-1505L v6
Intel,Xeon,E3-1505M v5
Intel,Xeon,E3-1505M v6
Intel,Xeon,E3-1515M v5
Intel,Xeon,E3-1535M v5
Intel,Xeon,E3-1535M v6
Intel,Xeon,E3-1545M v5
Intel,Xeon,E3-1558L v5
Intel,Xeon,E3-1565L v5
Intel,Xeon,E3-1575M v5
Intel,Xeon,E3-1578L v5
Intel,Xeon,E3-1585 v5
Intel,Xeon,E3-1585L v5
Intel,Xeon,E5-1620 v4
Intel,Xeon,E5-1630 v4
Intel,Xeon,E5-1650 v4
Intel,Xeon,E5-1660 v4
Intel,Xeon,E5-1680 v4
Intel,Xeon,E5-2603 v4
Intel,Xeon,E5-2608L v4
Intel,Xeon,E5-2609 v4
Intel,Xeon,E5-2618L v4
Intel,Xeon,E5-2620 v4
Intel,Xeon,E5-2623 v4
Intel,Xeon,E5-2628L v4
Intel,Xeon,E5-2630 v4
Intel,Xeon,E5-2630L v4
Intel,Xeon,E5-2637 v4
Intel,Xeon,E5-2640 v4
Intel,Xeon,E5-2643 v4
Intel,Xeon,E5-2648L v4
Intel,Xeon,E5-2650 v4
Intel,Xeon,E5-2650L v4
Intel,Xeon,E5-2658 v4
Intel,Xeon,E5-2660 v4
Intel,Xeon,E5-2667 v4
Intel,Xeon,E5-2680 v4
Intel,Xeon,E5-2683 v4
Intel,Xeon,E5-2687W v4
Intel,Xeon,E5-2690 v4
Intel,Xeon,E5-2695 v4
Intel,Xeon,E5-2697 v4
Intel,Xeon,E5-2697A v4
Intel,Xeon,E5-2698 v4
Intel,Xeon,E5-2699 v4
Intel,Xeon,E5-2699A v4
Intel,Xeon,E5-2699R v4
Intel,Xeon,E5-4610 v4
Intel,Xeon,E5-4620 v4
Intel,Xeon,E5-4627 v4
Intel,Xeon,E5-4628L v4
Intel,Xeon,E5-4640 v4
Intel,Xeon,E5-4650 v4
Intel,Xeon,E5-4655 v4
Intel,Xeon,E5-4660 v4
Intel,Xeon,E5-4667 v4
Intel,Xeon,E5-4669 v4
Intel,Xeon,E7-4809 v4
Intel,Xeon,E7-4820 v4
Intel,Xeon,E7-4830 v4
Intel,Xeon,E7-4850 v4
Intel,Xeon,E7-8860 v4
Intel,Xeon,E7-8867 v4
Intel,Xeon,E7-8870 v4
Intel,Xeon,E7-8880 v4
Intel,Xeon,E7-8890 v4
Intel,Xeon,E7-8891 v4
Intel,Xeon,E7-8893 v4
Intel,Xeon,E7-8894 v4
Intel,Xeon,Gold 5115
Intel,Xeon,Gold 5118
Intel,Xeon,Gold 5119T
Intel,Xeon,Gold 5120
Intel,Xeon,Gold 5120T
Intel,Xeon,Gold 5122
Intel,Xeon,Gold 5215
Intel,Xeon,Gold 5215L
Intel,Xeon,Gold 5217
Intel,Xeon,Gold 5218B
Intel,Xeon,Gold 5218N
Intel,Xeon,Gold 5218R
Intel,Xeon,Gold 5218T
Intel,Xeon,Gold 5220
Intel,Xeon,Gold 5220R
Intel,Xeon,Gold 5220S
Intel,Xeon,Gold 5220T
Intel,Xeon,Gold 5222
Intel,Xeon,Gold 5315Y
Intel,Xeon,Gold 5317
Intel,Xeon,Gold 5318N
Intel,Xeon,Gold 5318S
Intel,Xeon,Gold 5320
Intel,Xeon,Gold 5320T
Intel,Xeon,Gold 6126
Intel,Xeon,Gold 6126F
Intel,Xeon,Gold 6126T
Intel,Xeon,Gold 6128
Intel,Xeon,Gold 6130
Intel,Xeon,Gold 6130F
Intel,Xeon,Gold 6130T
Intel,Xeon,Gold 6132
Intel,Xeon,Gold 6134
Intel,Xeon,Gold 6136
Intel,Xeon,Gold 6138
Intel,Xeon,Gold 6138F
Intel,Xeon,Gold 6138P
Intel,Xeon,Gold 6138T
Intel,Xeon,Gold 6140
Intel,Xeon,Gold 6142
Intel,Xeon,Gold 6142F
Intel,Xeon,Gold 6144
Intel,Xeon,Gold 6146
Intel,Xeon,Gold 6148
Intel,Xeon,Gold 6148F
Intel,Xeon,Gold 6150
Intel,Xeon,Gold 6152
Intel,Xeon,Gold 6154
Intel,Xeon,Gold 6208U
Intel,Xeon,Gold 6209U
Intel,Xeon,Gold 6210U
Intel,Xeon,Gold 6212U
Intel,Xeon,Gold 6222V
Intel,Xeon,Gold 6226
Intel,Xeon,Gold 6226R
Intel,Xeon,Gold 6230
Intel,Xeon,Gold 6230N
Intel,Xeon,Gold 6230R
Intel,Xeon,Gold 6230T
Intel,Xeon,Gold 6238
Intel,Xeon,Gold 6238L
Intel,Xeon,Gold 6238T
Intel,Xeon,Gold 6240
Intel,Xeon,Gold 6240L
Intel,Xeon,Gold 6240R
Intel,Xeon,Gold 6240Y
Intel,Xeon,Gold 6242
Intel,Xeon,Gold 6242R
Intel,Xeon,Gold 6244
Intel,Xeon,Gold 6246R
Intel,Xeon,Gold 6248
Intel,Xeon,Gold 6248R
Intel,Xeon,Gold 6250
Intel,Xeon,Gold 6250L
Intel,Xeon,Gold 6252
Intel,Xeon,Gold 6252N
Intel,Xeon,Gold 6254
Intel,Xeon,Gold 6256
Intel,Xeon,Gold 6258R
Intel,Xeon,Gold 6262V
Intel,Xeon,Gold 6312U
Intel,Xeon,Gold 6314U
Intel,Xeon,Gold 6326
Intel,Xeon,Gold 6330
Intel,Xeon,Gold 6330N
Intel,Xeon,Gold 6334
Intel,Xeon,Gold 6336Y
Intel,Xeon,Gold 6338
Intel,Xeon,Gold 6338N
Intel,Xeon,Gold 6338T
Intel,Xeon,Gold 6342
Intel,Xeon,Gold 6346
Intel,Xeon,Gold 6348
Intel,Xeon,Gold 6354
Intel,Xeon,Gold Gold 5218
Intel,Xeon,Gold Gold 5318Y
Intel,Xeon,Gold Gold 6238R
Intel,Xeon,Gold6246
Intel,Xeon,Goldv 6234
Intel,Xeon,Platinum 8153
Intel,Xeon,Platinum 8156
Intel,Xeon,Platinum 8158
Intel,Xeon,Platinum 8160
Intel,Xeon,Platinum 8160F
Intel,Xeon,Platinum 8160T
Intel,Xeon,Platinum 8164
Intel,Xeon,Platinum 8168
Intel,Xeon,Platinum 8170
Intel,Xeon,Platinum 8176
Intel,Xeon,Platinum 8176F
Intel,Xeon,Platinum 8180
Intel,Xeon,Platinum 8253
Intel,Xeon,Platinum 8256
Intel,Xeon,Platinum 8260
Intel,Xeon,Platinum 8260L
Intel,Xeon,Platinum 8260Y
Intel,Xeon,Platinum 8268
Intel,Xeon,Platinum 8270
Intel,Xeon,Platinum 8276
Intel,Xeon,Platinum 8276L
Intel,Xeon,Platinum 8280
Intel,Xeon,Platinum 8280L
Intel,Xeon,Platinum 8351N
Intel,Xeon,Platinum 8352S
Intel,Xeon,Platinum 8352V
Intel,Xeon,Platinum 8352Y
Intel,Xeon,Platinum 8358
Intel,Xeon,Platinum 8358P
Intel,Xeon,Platinum 8360Y
Intel,Xeon,Platinum 8368
Intel,Xeon,Platinum 8368Q
Intel,Xeon,Platinum 8380
Intel,Xeon,Platinum 9221
Intel,Xeon,Platinum 9222
Intel,Xeon,Platinum 9242
Intel,Xeon,Platinum 9282
Intel,Xeon,Silver 4108
Intel,Xeon,Silver 4109T
Intel,Xeon,Silver 4110
Intel,Xeon,Silver 4112
Intel,Xeon,Silver 4114
Intel,Xeon,Silver 4114T
Intel,Xeon,Silver 4116
Intel,Xeon,Silver 4116T
Intel,Xeon,Silver 4208
Intel,Xeon,Silver 4209T
Intel,Xeon,Silver 4210
Intel,Xeon,Silver 4210R
Intel,Xeon,Silver 4210T
Intel,Xeon,Silver 4214
Intel,Xeon,Silver 4214R
Intel,Xeon,Silver 4214Y
Intel,Xeon,Silver 4215
Intel,Xeon,Silver 4215R
Intel,Xeon,Silver 4216
Intel,Xeon,Silver 4309Y
Intel,Xeon,Silver 4310
Intel,Xeon,Silver 4310T
Intel,Xeon,Silver 4314
Intel,Xeon,Silver 4316
Intel,Xeon,W-10855M
Intel,Xeon,W-10885M
Intel,Xeon,W-1250
Intel,Xeon,W-1250E
Intel,Xeon,W-1250P
Intel,Xeon,W-1250TE
Intel,Xeon,W-1270
Intel,Xeon,W-1270E
Intel,Xeon,W-1270P
Intel,Xeon,W-1270TE
Intel,Xeon,W-1290
Intel,Xeon,W-1290E
Intel,Xeon,W-1290P
Intel,Xeon,W-1290T
Intel,Xeon,W-1290TE
Intel,Xeon,W-2123
Intel,Xeon,W-2125
Intel,Xeon,W-2133
Intel,Xeon,W-2135
Intel,Xeon,W-2145
Intel,Xeon,W-2155
Intel,Xeon,W-2175
Intel,Xeon,W-2195
Intel,Xeon,W-2223
Intel,Xeon,W-2225
Intel,Xeon,W-2235
Intel,Xeon,W-2245
Intel,Xeon,W-2255
Intel,Xeon,W-2265
Intel,Xeon,W-2275
Intel,Xeon,W-2295
Intel,Xeon,W-3175X
Intel,Xeon,W-3223
Intel,Xeon,W-3225
Intel,Xeon,W-3235
Intel,Xeon,W-3245
Intel,Xeon,W-3245M
Intel,Xeon,W-3265
Intel,Xeon,W-3265M
Intel,Xeon,W-3275
Intel,Xeon,W-3275M
